row_index_1,row_index_2,name_company_1,name_company_2,address_1,address_2,city_1,city_2,state_1,state_2,country_1,country_2,continent_1,continent_2,is_match
4438,263,BEAUTY BOOSTERS LTD,ALL ABOUT KIDS LTD,"71-75 Shelton Street, Covent Garden, London, United Kingdom, WC2H 9JQ","71-75 Shelton Street, Covent Garden, London, United Kingdom, WC2H 9JQ",,,,,,,,,1
4438,3444,BEAUTY BOOSTERS LTD,U BROWN LTD,"71-75 Shelton Street, Covent Garden, London, United Kingdom, WC2H 9JQ","71-75 Shelton Street, Covent Garden, London, United Kingdom, WC2H 9JQ",,,,,,,,,1
4438,3775,BEAUTY BOOSTERS LTD,T & B ENGINEERING SOLUTIONS LTD,"71-75 Shelton Street, Covent Garden, London, United Kingdom, WC2H 9JQ","71-75 Shelton Street, Covent Garden, London, United Kingdom, WC2H 9JQ",,,,,,,,,1
4438,4375,BEAUTY BOOSTERS LTD,H & A ENGINEERING LTD,"71-75 Shelton Street, Covent Garden, London, United Kingdom, WC2H 9JQ","71-75 Shelton Street, Covent Garden, London, United Kingdom, WC2H 9JQ",,,,,,,,,1
4590,2705,SOFTWARE MICRO LTD,SOFTWARE 4 ALL LTD,"70 Scotlands Drive, Coalville, England, LE67 3SU","70 Scotlands Drive, Coalville, England, LE67 3SU",,,,,,,,,1
5180,1044,BEAUTY & MELODY HAIR AND SPA LIMITED,BEAUTY AND MELODY LONDON (MARBLE ARCH) LIMITED,"19 Great Cumberland Place, London, England, W1H 7AS","19 Great Cumberland Place, London, England, W1H 7AS",,,,,,,,,1
5606,93,GOOD CONNEXION LTD,SOFTWARE DEVELOPMENT SERVICES LTD,"20-22 Wenlock Road, London, England, N1 7GU","20-22 Wenlock Road, London, England, N1 7GU",,,,,,,,,1
5606,502,GOOD CONNEXION LTD,Z AND P INCORPORATED LTD,"20-22 Wenlock Road, London, England, N1 7GU","20-22 Wenlock Road, London, England, N1 7GU",,,,,,,,,1
5606,776,GOOD CONNEXION LTD,T & ASH LTD,"20-22 Wenlock Road, London, England, N1 7GU","20-22 Wenlock Road, London, England, N1 7GU",,,,,,,,,1
5606,3415,GOOD CONNEXION LTD,FOOD BOOKING LTD,"20-22 Wenlock Road, London, England, N1 7GU","20-22 Wenlock Road, London, England, N1 7GU",,,,,,,,,1
5606,4039,GOOD CONNEXION LTD,ALL ABOUT BOILERS LTD,"20-22 Wenlock Road, London, England, N1 7GU","20-22 Wenlock Road, London, England, N1 7GU",,,,,,,,,1
5616,5295,BEAUTY BAR (HINCKLEY) LTD,BEAUTY BAR (KETTERING) LTD,"41 Kingsbridge Road, Southall, Middlesex, UB2 5RT","41 Kingsbridge Road, Southall, Middlesex, UB2 5RT",,,,,,,,,1
6037,288,U AND I (HARWELL) LIMITED,U AND I FINANCE PLC,"100 Victoria Street, London, England, SW1E 5JL","100 Victoria Street, London, England, SW1E 5JL",,,,,,,,,1
6037,3485,U AND I (HARWELL) LIMITED,U AND I COMPANY SECRETARIES LIMITED,"100 Victoria Street, London, England, SW1E 5JL","100 Victoria Street, London, England, SW1E 5JL",,,,,,,,,1
6037,4059,U AND I (HARWELL) LIMITED,U AND I INVESTMENT PORTFOLIO LIMITED,"100 Victoria Street, London, England, SW1E 5JL","100 Victoria Street, London, England, SW1E 5JL",,,,,,,,,1
6594,263,U EVENTS LIMITED,ALL ABOUT KIDS LTD,"71-75 Shelton Street, Covent Garden, London, United Kingdom, WC2H 9JQ","71-75 Shelton Street, Covent Garden, London, United Kingdom, WC2H 9JQ",,,,,,,,,1
6594,3444,U EVENTS LIMITED,U BROWN LTD,"71-75 Shelton Street, Covent Garden, London, United Kingdom, WC2H 9JQ","71-75 Shelton Street, Covent Garden, London, United Kingdom, WC2H 9JQ",,,,,,,,,1
6594,3775,U EVENTS LIMITED,T & B ENGINEERING SOLUTIONS LTD,"71-75 Shelton Street, Covent Garden, London, United Kingdom, WC2H 9JQ","71-75 Shelton Street, Covent Garden, London, United Kingdom, WC2H 9JQ",,,,,,,,,1
6594,4375,U EVENTS LIMITED,H & A ENGINEERING LTD,"71-75 Shelton Street, Covent Garden, London, United Kingdom, WC2H 9JQ","71-75 Shelton Street, Covent Garden, London, United Kingdom, WC2H 9JQ",,,,,,,,,1
6594,4438,U EVENTS LIMITED,BEAUTY BOOSTERS LTD,"71-75 Shelton Street, Covent Garden, London, United Kingdom, WC2H 9JQ","71-75 Shelton Street, Covent Garden, London, United Kingdom, WC2H 9JQ",,,,,,,,,1
6679,93,Q BRANCH SOLUTIONS LTD,SOFTWARE DEVELOPMENT SERVICES LTD,"20-22 Wenlock Road, London, England, N1 7GU","20-22 Wenlock Road, London, England, N1 7GU",,,,,,,,,1
6679,502,Q BRANCH SOLUTIONS LTD,Z AND P INCORPORATED LTD,"20-22 Wenlock Road, London, England, N1 7GU","20-22 Wenlock Road, London, England, N1 7GU",,,,,,,,,1
6679,776,Q BRANCH SOLUTIONS LTD,T & ASH LTD,"20-22 Wenlock Road, London, England, N1 7GU","20-22 Wenlock Road, London, England, N1 7GU",,,,,,,,,1
6679,3415,Q BRANCH SOLUTIONS LTD,FOOD BOOKING LTD,"20-22 Wenlock Road, London, England, N1 7GU","20-22 Wenlock Road, London, England, N1 7GU",,,,,,,,,1
6679,4039,Q BRANCH SOLUTIONS LTD,ALL ABOUT BOILERS LTD,"20-22 Wenlock Road, London, England, N1 7GU","20-22 Wenlock Road, London, England, N1 7GU",,,,,,,,,1
6679,5606,Q BRANCH SOLUTIONS LTD,GOOD CONNEXION LTD,"20-22 Wenlock Road, London, England, N1 7GU","20-22 Wenlock Road, London, England, N1 7GU",,,,,,,,,1
6697,6055,NEW AGE LETTINGS LIMITED,BEAUTY ANCHOR AESTHETICS LIMITED,"27 Old Gloucester Street, London, England, WC1N 3AX","27 Old Gloucester Street, London, England, WC1N 3AX",,,,,,,,,1
6749,750,FINANCES AND LAW SOLUTIONS LTD,BAD PACKETS LTD,"71-75 Shelton Street, Covent Garden, London, England, WC2H 9JQ","71-75 Shelton Street, Covent Garden, London, England, WC2H 9JQ",,,,,,,,,1
6762,4231,FOOD AND STUFF LTD,NEW AFRICAN PROJECTS AND BUSINESS LTD,"Office 4 219 Kensington High Street, Kensington, London, England, W8 6BD","Office 4 219 Kensington High Street, Kensington, London, England, W8 6BD",,,,,,,,,1
7079,93,H A DIRECT LTD,SOFTWARE DEVELOPMENT SERVICES LTD,"20-22 Wenlock Road, London, England, N1 7GU","20-22 Wenlock Road, London, England, N1 7GU",,,,,,,,,1
7079,502,H A DIRECT LTD,Z AND P INCORPORATED LTD,"20-22 Wenlock Road, London, England, N1 7GU","20-22 Wenlock Road, London, England, N1 7GU",,,,,,,,,1
7079,776,H A DIRECT LTD,T & ASH LTD,"20-22 Wenlock Road, London, England, N1 7GU","20-22 Wenlock Road, London, England, N1 7GU",,,,,,,,,1
7079,3415,H A DIRECT LTD,FOOD BOOKING LTD,"20-22 Wenlock Road, London, England, N1 7GU","20-22 Wenlock Road, London, England, N1 7GU",,,,,,,,,1
7079,4039,H A DIRECT LTD,ALL ABOUT BOILERS LTD,"20-22 Wenlock Road, London, England, N1 7GU","20-22 Wenlock Road, London, England, N1 7GU",,,,,,,,,1
7079,5606,H A DIRECT LTD,GOOD CONNEXION LTD,"20-22 Wenlock Road, London, England, N1 7GU","20-22 Wenlock Road, London, England, N1 7GU",,,,,,,,,1
7079,6679,H A DIRECT LTD,Q BRANCH SOLUTIONS LTD,"20-22 Wenlock Road, London, England, N1 7GU","20-22 Wenlock Road, London, England, N1 7GU",,,,,,,,,1
7112,1804,H A & T PATEL LIMITED,SAI S & B LIMITED,"Bridge House, 9 - 13 Holbrook Lane, Coventry, United Kingdom, CV6 4AD","Bridge House, 9 - 13 Holbrook Lane, Coventry, United Kingdom, CV6 4AD",,,,,,,,,1
7117,288,U AND I GROUP LIMITED,U AND I FINANCE PLC,"100 Victoria Street, London, England, SW1E 5JL","100 Victoria Street, London, England, SW1E 5JL",,,,,,,,,1
7117,3485,U AND I GROUP LIMITED,U AND I COMPANY SECRETARIES LIMITED,"100 Victoria Street, London, England, SW1E 5JL","100 Victoria Street, London, England, SW1E 5JL",,,,,,,,,1
7117,4059,U AND I GROUP LIMITED,U AND I INVESTMENT PORTFOLIO LIMITED,"100 Victoria Street, London, England, SW1E 5JL","100 Victoria Street, London, England, SW1E 5JL",,,,,,,,,1
7117,6037,U AND I GROUP LIMITED,U AND I (HARWELL) LIMITED,"100 Victoria Street, London, England, SW1E 5JL","100 Victoria Street, London, England, SW1E 5JL",,,,,,,,,1
7462,3640,BAD BS CLOTHING LTD,V AESTHETICS LTD,"Suite G04 1 Quality Court, Chancery Lane, London, England, WC2A 1HR","Suite G04 1 Quality Court, Chancery Lane, London, England, WC2A 1HR",,,,,,,,,1
7607,263,GOOD ADVICE DEBT COMPANY LIMITED,ALL ABOUT KIDS LTD,"71-75 Shelton Street, Covent Garden, London, United Kingdom, WC2H 9JQ","71-75 Shelton Street, Covent Garden, London, United Kingdom, WC2H 9JQ",,,,,,,,,1
7607,3444,GOOD ADVICE DEBT COMPANY LIMITED,U BROWN LTD,"71-75 Shelton Street, Covent Garden, London, United Kingdom, WC2H 9JQ","71-75 Shelton Street, Covent Garden, London, United Kingdom, WC2H 9JQ",,,,,,,,,1
7607,3775,GOOD ADVICE DEBT COMPANY LIMITED,T & B ENGINEERING SOLUTIONS LTD,"71-75 Shelton Street, Covent Garden, London, United Kingdom, WC2H 9JQ","71-75 Shelton Street, Covent Garden, London, United Kingdom, WC2H 9JQ",,,,,,,,,1
7607,4375,GOOD ADVICE DEBT COMPANY LIMITED,H & A ENGINEERING LTD,"71-75 Shelton Street, Covent Garden, London, United Kingdom, WC2H 9JQ","71-75 Shelton Street, Covent Garden, London, United Kingdom, WC2H 9JQ",,,,,,,,,1
7607,4438,GOOD ADVICE DEBT COMPANY LIMITED,BEAUTY BOOSTERS LTD,"71-75 Shelton Street, Covent Garden, London, United Kingdom, WC2H 9JQ","71-75 Shelton Street, Covent Garden, London, United Kingdom, WC2H 9JQ",,,,,,,,,1
7607,6594,GOOD ADVICE DEBT COMPANY LIMITED,U EVENTS LIMITED,"71-75 Shelton Street, Covent Garden, London, United Kingdom, WC2H 9JQ","71-75 Shelton Street, Covent Garden, London, United Kingdom, WC2H 9JQ",,,,,,,,,1
7662,3419,RAJKOM R & D LIMITED,H & A MIDLANDS LIMITED,"Holt Court 2nd Floor, 16 Warwick Row, Coventry, England, CV1 1EJ","Holt Court 2nd Floor, 16 Warwick Row, Coventry, England, CV1 1EJ",,,,,,,,,1
7674,4252,R AHMED LOGISTICS LTD,Q CATERING LIMITED,"76 Market Street, Farnworth, Bolton, England, BL4 7NY","76 Market Street, Farnworth, Bolton, England, BL4 7NY",,,,,,,,,1
7991,4002,FTM FINANCES AND SALES LTD,FOOD CHECKER LTD,"338a Regents Park Road Office 3 And 4, London, England, N3 2LN","338a Regents Park Road Office 3 And 4, London, England, N3 2LN",,,,,,,,,1
8008,93,GOOD & YOUNG LTD,SOFTWARE DEVELOPMENT SERVICES LTD,"20-22 Wenlock Road, London, England, N1 7GU","20-22 Wenlock Road, London, England, N1 7GU",,,,,,,,,1
8008,502,GOOD & YOUNG LTD,Z AND P INCORPORATED LTD,"20-22 Wenlock Road, London, England, N1 7GU","20-22 Wenlock Road, London, England, N1 7GU",,,,,,,,,1
8008,776,GOOD & YOUNG LTD,T & ASH LTD,"20-22 Wenlock Road, London, England, N1 7GU","20-22 Wenlock Road, London, England, N1 7GU",,,,,,,,,1
8008,3415,GOOD & YOUNG LTD,FOOD BOOKING LTD,"20-22 Wenlock Road, London, England, N1 7GU","20-22 Wenlock Road, London, England, N1 7GU",,,,,,,,,1
8008,4039,GOOD & YOUNG LTD,ALL ABOUT BOILERS LTD,"20-22 Wenlock Road, London, England, N1 7GU","20-22 Wenlock Road, London, England, N1 7GU",,,,,,,,,1
8008,5606,GOOD & YOUNG LTD,GOOD CONNEXION LTD,"20-22 Wenlock Road, London, England, N1 7GU","20-22 Wenlock Road, London, England, N1 7GU",,,,,,,,,1
8008,6679,GOOD & YOUNG LTD,Q BRANCH SOLUTIONS LTD,"20-22 Wenlock Road, London, England, N1 7GU","20-22 Wenlock Road, London, England, N1 7GU",,,,,,,,,1
8008,7079,GOOD & YOUNG LTD,H A DIRECT LTD,"20-22 Wenlock Road, London, England, N1 7GU","20-22 Wenlock Road, London, England, N1 7GU",,,,,,,,,1
8320,2460,GOOD BEHAVIOUR LIMITED,NEW AGE HEMP LIMITED,"7 Bell Yard, London, England, WC2A 2JR","7 Bell Yard, London, England, WC2A 2JR",,,,,,,,,1
8900,7209,Q AND QUAINT LIMITED,Z & Z BROTHERS IT SOLUTIONS LTD,"86-90 Paul Street, London, England, United Kingdom, EC2A 4NE","86-90 Paul Street, London, England, United Kingdom, EC2A 4NE",,,,,,,,,1
9108,8225,Trenitalia Spa,Rete Ferroviaria Italiana Spa,"PIAZZA DELLA CROCE ROSSA 1, ROMA, 00161, ROMA, ITALY","PIAZZA DELLA CROCE ROSSA 1, ROMA, 00161, ROMA, ITALY",,,,,IT05403151003,IT01008081000,,,1
9244,2600,International Design Group Spa,Design Holding Spa,"VIA ALESSANDRO MANZONI 38, MILANO, 20121, MILANO, ITALY","VIA ALESSANDRO MANZONI 38, MILANO, 20121, MILANO, ITALY",,,,,IT10462810960,IT10446470964,,,1
9532,1216,Z & T HAIR TREATMENTS LTD,U & M SMILES LTD,"86c Water Street, Birmingham, West Midlands, United Kingdom, B3 1HL","86c Water Street, Birmingham, West Midlands, United Kingdom, B3 1HL",,,,,,,,,1
9683,7235,GOOD COMPANY ENTERTAINMENT LTD,GOOD COMPANY RECORDS LTD,"Studio 1 305a Goldhawk Road, London, United Kingdom, W12 8EU","Studio 1 305a Goldhawk Road, London, United Kingdom, W12 8EU",,,,,,,,,1
10177,7209,ALL ABOUT DRINKS CONSULTING SERVICES LTD,Z & Z BROTHERS IT SOLUTIONS LTD,"86-90 Paul Street, London, England, United Kingdom, EC2A 4NE","86-90 Paul Street, London, England, United Kingdom, EC2A 4NE",,,,,,,,,1
10177,8900,ALL ABOUT DRINKS CONSULTING SERVICES LTD,Q AND QUAINT LIMITED,"86-90 Paul Street, London, England, United Kingdom, EC2A 4NE","86-90 Paul Street, London, England, United Kingdom, EC2A 4NE",,,,,,,,,1
10361,2514,Alliance Healthcare Italia Distribuzione Spa,Alliance Healthcare Italia Spa,"VIA MOGGIA 75/A, LAVAGNA, 16033, GENOVA, ITALY","VIA MOGGIA 75/A, LAVAGNA, 16033, GENOVA, ITALY",,,,,IT00890881006,IT05249181008,,,1
10513,8147,Z EDUCATIONAL CONSULTANCY LTD,GOOD AND DESIGN LTD,"71-75 Shelton Street, London, Greater London, United Kingdom, WC2H 9JQ","71-75 Shelton Street, London, Greater London, United Kingdom, WC2H 9JQ",,,,,,,,,1
10919,750,TRUSTED FINANCES AND PROTECTION LTD,BAD PACKETS LTD,"71-75 Shelton Street, Covent Garden, London, England, WC2H 9JQ","71-75 Shelton Street, Covent Garden, London, England, WC2H 9JQ",,,,,,,,,1
10919,6749,TRUSTED FINANCES AND PROTECTION LTD,FINANCES AND LAW SOLUTIONS LTD,"71-75 Shelton Street, Covent Garden, London, England, WC2H 9JQ","71-75 Shelton Street, Covent Garden, London, England, WC2H 9JQ",,,,,,,,,1
11053,263,ALL ABOUT THE SAAS LTD,ALL ABOUT KIDS LTD,"71-75 Shelton Street, Covent Garden, London, United Kingdom, WC2H 9JQ","71-75 Shelton Street, Covent Garden, London, United Kingdom, WC2H 9JQ",,,,,,,,,1
11053,3444,ALL ABOUT THE SAAS LTD,U BROWN LTD,"71-75 Shelton Street, Covent Garden, London, United Kingdom, WC2H 9JQ","71-75 Shelton Street, Covent Garden, London, United Kingdom, WC2H 9JQ",,,,,,,,,1
11053,3775,ALL ABOUT THE SAAS LTD,T & B ENGINEERING SOLUTIONS LTD,"71-75 Shelton Street, Covent Garden, London, United Kingdom, WC2H 9JQ","71-75 Shelton Street, Covent Garden, London, United Kingdom, WC2H 9JQ",,,,,,,,,1
11053,4375,ALL ABOUT THE SAAS LTD,H & A ENGINEERING LTD,"71-75 Shelton Street, Covent Garden, London, United Kingdom, WC2H 9JQ","71-75 Shelton Street, Covent Garden, London, United Kingdom, WC2H 9JQ",,,,,,,,,1
11053,4438,ALL ABOUT THE SAAS LTD,BEAUTY BOOSTERS LTD,"71-75 Shelton Street, Covent Garden, London, United Kingdom, WC2H 9JQ","71-75 Shelton Street, Covent Garden, London, United Kingdom, WC2H 9JQ",,,,,,,,,1
11053,6594,ALL ABOUT THE SAAS LTD,U EVENTS LIMITED,"71-75 Shelton Street, Covent Garden, London, United Kingdom, WC2H 9JQ","71-75 Shelton Street, Covent Garden, London, United Kingdom, WC2H 9JQ",,,,,,,,,1
11053,7607,ALL ABOUT THE SAAS LTD,GOOD ADVICE DEBT COMPANY LIMITED,"71-75 Shelton Street, Covent Garden, London, United Kingdom, WC2H 9JQ","71-75 Shelton Street, Covent Garden, London, United Kingdom, WC2H 9JQ",,,,,,,,,1
11108,1880,Dolce & Gabbana Holding Srl,Dolce & Gabbana Srl,"VIA CARLO GOLDONI 10, MILANO, 20129, MILANO, ITALY","VIA CARLO GOLDONI 10, MILANO, 20129, MILANO, ITALY",,,,,IT05948660963,IT09297890155,,,1
11214,2340,BRIGHT VISION INVESTMENT LTD,PACKER P LTD,"128 City Road, London, United Kingdom, EC1V 2NX","128 City Road, London, United Kingdom, EC1V 2NX",,,,,,,,,1
11229,8147,Z A SIGNATURE LTD,GOOD AND DESIGN LTD,"71-75 Shelton Street, London, Greater London, United Kingdom, WC2H 9JQ","71-75 Shelton Street, London, Greater London, United Kingdom, WC2H 9JQ",,,,,,,,,1
11229,10513,Z A SIGNATURE LTD,Z EDUCATIONAL CONSULTANCY LTD,"71-75 Shelton Street, London, Greater London, United Kingdom, WC2H 9JQ","71-75 Shelton Street, London, Greater London, United Kingdom, WC2H 9JQ",,,,,,,,,1
11658,3640,Z & I UNIVERSAL LIMITED,V AESTHETICS LTD,"Suite G04 1 Quality Court, Chancery Lane, London, England, WC2A 1HR","Suite G04 1 Quality Court, Chancery Lane, London, England, WC2A 1HR",,,,,,,,,1
11658,7462,Z & I UNIVERSAL LIMITED,BAD BS CLOTHING LTD,"Suite G04 1 Quality Court, Chancery Lane, London, England, WC2A 1HR","Suite G04 1 Quality Court, Chancery Lane, London, England, WC2A 1HR",,,,,,,,,1
11809,5538,Agos-ducato Spa,Engie Italia Spa,"VIALE FULVIO TESTI 280, MILANO, 20126, MILANO, ITALY","VIALE FULVIO TESTI 280, MILANO, 20126, MILANO, ITALY",,,,,IT08570720154,IT06289781004,,,1
11864,3904,U FIT GROUP LIMITED,U FIT ONLINE LIMITED,"The Wullcomb, 89 Vaughan Way, Leicester, England, LE1 4SG","The Wullcomb, 89 Vaughan Way, Leicester, England, LE1 4SG",,,,,,,,,1
12106,11047,BAD HAT HOLDING LTD,BAD HAT LTD,"34 Croydon Road, Caterham, England, CR3 6QB","34 Croydon Road, Caterham, England, CR3 6QB",,,,,,,,,1
12164,7209,S A ELECTRICAL SOLUTIONS LTD,Z & Z BROTHERS IT SOLUTIONS LTD,"86-90 Paul Street, London, England, United Kingdom, EC2A 4NE","86-90 Paul Street, London, England, United Kingdom, EC2A 4NE",,,,,,,,,1
12164,8900,S A ELECTRICAL SOLUTIONS LTD,Q AND QUAINT LIMITED,"86-90 Paul Street, London, England, United Kingdom, EC2A 4NE","86-90 Paul Street, London, England, United Kingdom, EC2A 4NE",,,,,,,,,1
12164,10177,S A ELECTRICAL SOLUTIONS LTD,ALL ABOUT DRINKS CONSULTING SERVICES LTD,"86-90 Paul Street, London, England, United Kingdom, EC2A 4NE","86-90 Paul Street, London, England, United Kingdom, EC2A 4NE",,,,,,,,,1
12172,750,SADIO S LIMITED,BAD PACKETS LTD,"71-75 Shelton Street, Covent Garden, London, England, WC2H 9JQ","71-75 Shelton Street, Covent Garden, London, England, WC2H 9JQ",,,,,,,,,1
12172,6749,SADIO S LIMITED,FINANCES AND LAW SOLUTIONS LTD,"71-75 Shelton Street, Covent Garden, London, England, WC2H 9JQ","71-75 Shelton Street, Covent Garden, London, England, WC2H 9JQ",,,,,,,,,1
12172,10919,SADIO S LIMITED,TRUSTED FINANCES AND PROTECTION LTD,"71-75 Shelton Street, Covent Garden, London, England, WC2H 9JQ","71-75 Shelton Street, Covent Garden, London, England, WC2H 9JQ",,,,,,,,,1
12257,3303,MIDSIDE FINANCES LIMITED,NEW AGE PERSONAL TRAINING LTD.,"29 Brandon Street, Hamilton, South Lanarkshire, ML3 6DA","29 Brandon Street, Hamilton, South Lanarkshire, ML3 6DA",,,,,,,,,1
12339,225,Samsung Life Insurance Co Ltd,Samsung Securities Co Ltd,"11, Seocho-Daero 74-Gil, Seocho-Gu, Seoul, 06620","11, Seocho-Daero 74-Gil, Seocho-Gu, Seoul, 06620",,,,,,,,,1
12401,4230,Gecos - Generale Di Commercio E Servizi Spa,Gruppo Pam Spa,"VIA DELLE INDUSTRIE 8, SPINEA, 30038, VENEZIA, ITALY","VIA DELLE INDUSTRIE 8, SPINEA, 30038, VENEZIA, ITALY",,,,,IT01581890272,IT01534730278,,,1
12838,263,Q CONSULTING GROUP LTD,ALL ABOUT KIDS LTD,"71-75 Shelton Street, Covent Garden, London, United Kingdom, WC2H 9JQ","71-75 Shelton Street, Covent Garden, London, United Kingdom, WC2H 9JQ",,,,,,,,,1
12838,3444,Q CONSULTING GROUP LTD,U BROWN LTD,"71-75 Shelton Street, Covent Garden, London, United Kingdom, WC2H 9JQ","71-75 Shelton Street, Covent Garden, London, United Kingdom, WC2H 9JQ",,,,,,,,,1
12838,3775,Q CONSULTING GROUP LTD,T & B ENGINEERING SOLUTIONS LTD,"71-75 Shelton Street, Covent Garden, London, United Kingdom, WC2H 9JQ","71-75 Shelton Street, Covent Garden, London, United Kingdom, WC2H 9JQ",,,,,,,,,1
12838,4375,Q CONSULTING GROUP LTD,H & A ENGINEERING LTD,"71-75 Shelton Street, Covent Garden, London, United Kingdom, WC2H 9JQ","71-75 Shelton Street, Covent Garden, London, United Kingdom, WC2H 9JQ",,,,,,,,,1
12838,4438,Q CONSULTING GROUP LTD,BEAUTY BOOSTERS LTD,"71-75 Shelton Street, Covent Garden, London, United Kingdom, WC2H 9JQ","71-75 Shelton Street, Covent Garden, London, United Kingdom, WC2H 9JQ",,,,,,,,,1
12838,6594,Q CONSULTING GROUP LTD,U EVENTS LIMITED,"71-75 Shelton Street, Covent Garden, London, United Kingdom, WC2H 9JQ","71-75 Shelton Street, Covent Garden, London, United Kingdom, WC2H 9JQ",,,,,,,,,1
12838,7607,Q CONSULTING GROUP LTD,GOOD ADVICE DEBT COMPANY LIMITED,"71-75 Shelton Street, Covent Garden, London, United Kingdom, WC2H 9JQ","71-75 Shelton Street, Covent Garden, London, United Kingdom, WC2H 9JQ",,,,,,,,,1
12838,11053,Q CONSULTING GROUP LTD,ALL ABOUT THE SAAS LTD,"71-75 Shelton Street, Covent Garden, London, United Kingdom, WC2H 9JQ","71-75 Shelton Street, Covent Garden, London, United Kingdom, WC2H 9JQ",,,,,,,,,1
13025,93,NEW AGE PLUMBING AND HEATING SERVICES LTD,SOFTWARE DEVELOPMENT SERVICES LTD,"20-22 Wenlock Road, London, England, N1 7GU","20-22 Wenlock Road, London, England, N1 7GU",,,,,,,,,1
13025,502,NEW AGE PLUMBING AND HEATING SERVICES LTD,Z AND P INCORPORATED LTD,"20-22 Wenlock Road, London, England, N1 7GU","20-22 Wenlock Road, London, England, N1 7GU",,,,,,,,,1
13025,776,NEW AGE PLUMBING AND HEATING SERVICES LTD,T & ASH LTD,"20-22 Wenlock Road, London, England, N1 7GU","20-22 Wenlock Road, London, England, N1 7GU",,,,,,,,,1
13025,3415,NEW AGE PLUMBING AND HEATING SERVICES LTD,FOOD BOOKING LTD,"20-22 Wenlock Road, London, England, N1 7GU","20-22 Wenlock Road, London, England, N1 7GU",,,,,,,,,1
13025,4039,NEW AGE PLUMBING AND HEATING SERVICES LTD,ALL ABOUT BOILERS LTD,"20-22 Wenlock Road, London, England, N1 7GU","20-22 Wenlock Road, London, England, N1 7GU",,,,,,,,,1
13025,5606,NEW AGE PLUMBING AND HEATING SERVICES LTD,GOOD CONNEXION LTD,"20-22 Wenlock Road, London, England, N1 7GU","20-22 Wenlock Road, London, England, N1 7GU",,,,,,,,,1
13025,6679,NEW AGE PLUMBING AND HEATING SERVICES LTD,Q BRANCH SOLUTIONS LTD,"20-22 Wenlock Road, London, England, N1 7GU","20-22 Wenlock Road, London, England, N1 7GU",,,,,,,,,1
13025,7079,NEW AGE PLUMBING AND HEATING SERVICES LTD,H A DIRECT LTD,"20-22 Wenlock Road, London, England, N1 7GU","20-22 Wenlock Road, London, England, N1 7GU",,,,,,,,,1
13025,8008,NEW AGE PLUMBING AND HEATING SERVICES LTD,GOOD & YOUNG LTD,"20-22 Wenlock Road, London, England, N1 7GU","20-22 Wenlock Road, London, England, N1 7GU",,,,,,,,,1
13096,93,GOOD BEAGLE INTERNATIONAL LTD,SOFTWARE DEVELOPMENT SERVICES LTD,"20-22 Wenlock Road, London, England, N1 7GU","20-22 Wenlock Road, London, England, N1 7GU",,,,,,,,,1
13096,502,GOOD BEAGLE INTERNATIONAL LTD,Z AND P INCORPORATED LTD,"20-22 Wenlock Road, London, England, N1 7GU","20-22 Wenlock Road, London, England, N1 7GU",,,,,,,,,1
13096,776,GOOD BEAGLE INTERNATIONAL LTD,T & ASH LTD,"20-22 Wenlock Road, London, England, N1 7GU","20-22 Wenlock Road, London, England, N1 7GU",,,,,,,,,1
13096,3415,GOOD BEAGLE INTERNATIONAL LTD,FOOD BOOKING LTD,"20-22 Wenlock Road, London, England, N1 7GU","20-22 Wenlock Road, London, England, N1 7GU",,,,,,,,,1
13096,4039,GOOD BEAGLE INTERNATIONAL LTD,ALL ABOUT BOILERS LTD,"20-22 Wenlock Road, London, England, N1 7GU","20-22 Wenlock Road, London, England, N1 7GU",,,,,,,,,1
13096,5606,GOOD BEAGLE INTERNATIONAL LTD,GOOD CONNEXION LTD,"20-22 Wenlock Road, London, England, N1 7GU","20-22 Wenlock Road, London, England, N1 7GU",,,,,,,,,1
13096,6679,GOOD BEAGLE INTERNATIONAL LTD,Q BRANCH SOLUTIONS LTD,"20-22 Wenlock Road, London, England, N1 7GU","20-22 Wenlock Road, London, England, N1 7GU",,,,,,,,,1
13096,7079,GOOD BEAGLE INTERNATIONAL LTD,H A DIRECT LTD,"20-22 Wenlock Road, London, England, N1 7GU","20-22 Wenlock Road, London, England, N1 7GU",,,,,,,,,1
13096,8008,GOOD BEAGLE INTERNATIONAL LTD,GOOD & YOUNG LTD,"20-22 Wenlock Road, London, England, N1 7GU","20-22 Wenlock Road, London, England, N1 7GU",,,,,,,,,1
13096,13025,GOOD BEAGLE INTERNATIONAL LTD,NEW AGE PLUMBING AND HEATING SERVICES LTD,"20-22 Wenlock Road, London, England, N1 7GU","20-22 Wenlock Road, London, England, N1 7GU",,,,,,,,,1
13370,7998,T & A DOBINSON CONSULTANCY LIMITED,R A K MANAGEMENT LIMITED,"Lawrence House, 5 St. Andrews Hill, Norwich, Norfolk, NR2 1AD","Lawrence House, 5 St. Andrews Hill, Norwich, Norfolk, NR2 1AD",,,,,,,,,1
13465,5609,Q ANNE MIDCO 2 LIMITED,Q ANNE BIDCO LIMITED,"5 Portmill Lane, Hitchin, Hertfordshire, SG5 1DJ","5 Portmill Lane, Hitchin, Hertfordshire, SG5 1DJ",,,,,,,,,1
