id,name,rank,market_cap,country,share_price,change_1_day,change_1_year,categories
54df1e5a42e54ef29586c5708c656663,Jingdong Mall,129,$105.71 B,China,$58.64,5.00%,-30.57%,"['E-Commerce', 'Internet', 'Retail', 'Tech']"
96df648eee7f494dac58894df0fb180f,Bp,127,$107.07 B,UK,$35.36,-1.01%,30.67%,"['Oil&Gas', 'Energy']"
5259c47b5c9645dba268e9b1cc9ea8a9,Diageo,124,$108.84 B,UK,$191.39,0.60%,-6.75%,"['Alcoholic beverages', 'Beverages']"
34f3f82c34b240b9a9d5f95bd041a7db,Blackrock,126,$107.08 B,USA,$712.98,-1.27%,-22.41%,['Investment']
c8eb18631cd5462a82d2dd1123cd76a5,Prologis,125,$107.94 B,USA,$116.94,-0.14%,-24.27%,"['Real estate', 'Investment', 'REITs']"
0e96d164a736423682465f9ef7e70b44,Boeing,123,$108.98 B,USA,$182.87,4.03%,-9.64%,"['Aircraft manufacturers', 'Aerospace', 'Dow jones', 'Manufacturing']"
7240a88568524bacb0edd608995d2811,Pinduoduo,122,$109.16 B,China,$86.34,3.10%,45.65%,"['E-Commerce', 'Internet', 'Tech']"
e019787118004edd8ee84727fe072a4d,Gilead Sciences,121,$111.66 B,USA,$89.03,1.29%,27.79%,"['Pharmaceuticals', 'Biotech']"
80320470a1f9479bbc09e4b56ca4ab0d,Automatic Data Processing,120,$111.96 B,USA,$269.90,0.73%,16.12%,"['Software', 'IT services', 'Professional services', 'Tech']"
968b50ec7f924eaf93e29e3c784a5c71,Rio Tinto,119,$113.15 B,UK,$69.82,0.93%,8.87%,['Mining']
5848eb217d8941ac9cfcb53b3bece32f,Siemens,118,$113.81 B,Germany,$141.85,0.78%,-15.21%,"['Engineering', 'DAX']"
744b48771fd041b7a117c4de1cbfad7f,Sanofi,117,$114.09 B,France,$45.01,-1.87%,-5.62%,"['CAC 40', 'Pharmaceuticals', 'Biotech']"
c0e7474b62af4869add0a3657f9f9bb9,Ping An Insurance,115,$115.00 B,China,$6.36,-0.47%,-17.19%,['Insurance']
de9ed8d9c8f84fb6ba582681b01785fe,Intuit,116,$114.59 B,USA,$407.92,-1.96%,-39.31%,"['Software', 'Tech']"
5f431c4aeeae4a8ea6b7bd0f6e26cea3,China Life Insurance,113,$115.97 B,China,$5.03,-0.79%,9.83%,['Insurance']
ae14e1f54fa54337bf2b98fde7ab24f9,Equinor,114,$115.89 B,Norway,$36.87,-3.25%,44.82%,"['Energy', 'Oil&Gas', 'Electricity']"
80748fdcb96f413f96b81c9c5b5cf198,American Express,112,$117.12 B,USA,$156.75,-0.48%,-0.01%,"['Dow jones', 'Financial services']"
335338e7dbac4adfb12c7f15e202da6c,S&p Global,111,$117.22 B,USA,$359.80,-0.77%,-21.95%,['Financial services']
ab8d79da1dbd46f18f80dc2147e686b0,Anheuser-busch Inbev,110,$120.11 B,Belgium,$60.35,1.04%,7.00%,"['Alcoholic beverages', 'Beverages']"
f6a8d75d791c4105a55c6d09eb65db5d,Aia,109,$120.50 B,Hong Kong,$10.23,-0.87%,-3.76%,['Insurance']
70b417fe356449028df9c3cbf7111246,Starbucks,108,$120.57 B,USA,$105.05,1.63%,-5.72%,['Beverages']
091410679e7e4dbda024b0c70a4e08d4,Intel,106,$121.37 B,USA,$29.41,-1.41%,-40.59%,"['Semiconductors', 'Tech', 'Dow jones', 'Tech Hardware', 'Manufacturing']"
07729f35bed748d9aeaee5a46072f2ec,Amd,107,$120.89 B,USA,$74.98,-3.23%,-50.24%,"['Tech', 'Semiconductors', 'Electronics', 'Tech Hardware']"
56dfd38c7c7c4a989f10f61970ed3441,Hsbc,105,$122.12 B,UK,$30.58,0.10%,6.70%,['Banks']
ea5c7ae7e09c4219bbe0cb4134495604,Caterpillar,104,$122.88 B,USA,$236.13,0.19%,19.99%,"['Dow jones', 'Machinery manufacturing', 'Manufacturing']"
e21d295f393244b1a52e73b338f940e0,Bank Of China,102,$123.07 B,China,$0.44,0.00%,-8.33%,"['Banks', 'Financial services']"
ec69fb8d5dc047b59eeec8a5906e2aac,Commonwealth Bank,103,$122.92 B,Australia,$72.69,-1.36%,6.41%,"['Banks', 'Financial services']"
cafbf5dd00d44113b542e5afd52dc8df,Target,180,$75.56 B,USA,$164.16,-0.53%,-33.13%,"['Retail', 'Supermarket Chains']"
eb2af0a085514a32858378d80edc39d4,Duke Energy,179,$76.63 B,USA,$99.52,-0.79%,1.92%,"['Energy', 'Electricity', 'Oil&Gas', 'Utility companies']"
72649857ab1e40dda58117412ec0ff15,Canadian Pacific Railway,178,$77.08 B,Canada,$82.35,-0.19%,17.96%,"['Railways', 'Transportation', 'Infrastructure']"
eae0d5c7520e4b988d4010f0b01f6564,Progressive,177,$77.51 B,USA,$132.51,0.95%,38.03%,['Insurance']
66186105c0934f8491a84ff045543ef9,Vale,176,$77.98 B,Brazil,$16.72,0.48%,28.71%,['Mining']
235027e433914125834609e35a073138,Air Liquide,175,$78.78 B,France,$147.96,0.70%,-10.41%,"['CAC 40', 'Chemicals']"
b3569700dff340a5914b00fecfa9e893,China Shenhua Energy,174,$79.02 B,China,$4.19,-1.57%,28.92%,"['Mining', 'Coal Mining', 'Energy']"
ba04955e32c1486c8720ea6eb4eaebac,Booking Holdings (booking.com),173,$80.89 B,USA,"$2,085",1.22%,-3.98%,"['Internet', 'Travel', 'Online Travel', 'Tech']"
91c4f5a0002e4b5f9f18f5e177ca1d7e,Icici Bank,172,$80.89 B,India,$23.20,0.00%,24.13%,"['Banks', 'Financial services']"
4c8f00a11e4d41309629dd04debf33ab,Merck Kgaa,171,$81.20 B,Germany,$186.76,0.45%,-22.36%,"['Pharmaceuticals', 'Chemicals', 'DAX']"
b0ba4cdbe6474bfa8d58571d37837c14,Vertex Pharmaceuticals,169,$82.49 B,USA,$321.37,0.19%,57.19%,"['Pharmaceuticals', 'Biotech']"
82bb1de1ead243078092fc47d696e1a2,Eog Resources,170,$81.62 B,USA,$138.97,-1.12%,60.55%,"['Energy', 'Oil&Gas']"
4eac89cad7ca4521b70591eb7fccc24b,Inditex,167,$82.91 B,Spain,$13.32,0.83%,-17.37%,"['Clothing', 'Retail']"
f5a176d42b044a9abcba679730531a8c,Enbridge,168,$82.78 B,Canada,$40.61,-0.85%,8.61%,"['Oil&Gas', 'Energy']"
527b940c848e47ed89a3028ed401343c,Servicenow,166,$83.39 B,USA,$412.87,-2.99%,-33.77%,"['Software', 'Internet', 'Tech']"
822737665c1a419c97142a5cd7a3a6ee,Regeneron Pharmaceuticals,165,$83.46 B,USA,$766.39,0.68%,20.88%,"['Biotech', 'Pharmaceuticals']"
7a0256e824bd4aa793c30384aa5f9aae,Northrop Grumman,164,$83.97 B,USA,$545.60,2.89%,54.75%,"['Aerospace', 'Defense contractors']"
e0e885d924ac495da94a5e51803af6bc,Schneider Electric,163,$84.02 B,France,$147.94,-0.45%,-18.89%,"['CAC 40', 'Tech', 'Professional services', 'Software']"
7c9574fc24324ab1820c6b0e02738108,Essilorluxottica,162,$84.69 B,France,$190.13,1.43%,-5.39%,"['CAC 40', 'Glasses and contact lenses', 'Luxury goods']"
b4f6472380ac4305843b083e1790f5b5,Paypal,161,$85.11 B,USA,$74.66,-4.93%,-60.11%,"['Financial services', 'Tech', 'Internet', 'Bitcoin']"
f4e0a1206d624f36b90f6d9abb760b5b,Al Rajhi Bank,160,$85.28 B,Saudi Arabia,$21.32,-0.50%,-40.11%,"['Banks', 'Financial services']"
f2b86ac374eb4650b62c4ea8b020f68a,Estee Lauder,159,$85.28 B,USA,$239.01,3.04%,-28.58%,"['Cosmetics and Beauty', 'Consumer goods']"
d7ad1c7adada431bb1459bf1dda6dc9e,Altria Group,158,$85.36 B,USA,$47.63,1.32%,10.23%,['Tobacco']
5392127ae2f14c0888615239b1a7fd95,Analog Devices,157,$85.88 B,USA,$168.63,-1.22%,-6.64%,"['Semiconductors', 'Tech', 'Manufacturing']"
d5b3bcb6b05f425e812203d759475342,Infosys,156,$86.00 B,India,$20.19,-1.56%,-13.87%,"['Professional services', 'IT services']"
7597f6b734804ed7aa05317849ba53d8,Allianz,155,$86.06 B,Germany,$213.41,-0.54%,-4.44%,"['Insurance', 'DAX']"
0ddeb2eb8ba8439e84ec9c4318c2e3c8,Marsh & Mclennan Companies,154,$86.26 B,USA,$173.91,0.51%,3.23%,"['Insurance', 'Professional services']"
27d0dacd236e49ca97b7fe396cfa60b2,Moderna,200,$70.05 B,USA,$182.35,0.48%,-39.52%,"['Pharmaceuticals', 'mRNA therapeutics', 'Biotech']"
2dbf1de936ab4fe3ae9f89e5ac6133f7,Illinois Tool Works,199,$70.12 B,USA,$228.29,0.38%,-2.90%,"['Tool manufacturers', 'Manufacturing']"
d4f5bba633f2460abeb7bb547f8a5216,3m,198,$70.19 B,USA,$126.99,0.79%,-25.41%,"['Dow jones', 'Gloves & PPE']"
41a0f7b2bc364aa5a01633354691702f,General Dynamics,197,$70.21 B,USA,$255.74,1.38%,31.50%,['Defense contractors']
