id,left_row_index,right_row_index,left_name_company,right_name_company,left_industryname,right_industryname,left_sector,right_sector,left_address,right_address,left_city,right_city,left_state,right_state,left_country,right_country,left_continent,right_continent,left_other,right_other
14293,14293,13866,Public Joint Stock Company Krasnoyarskenergosbyt,Public Joint Stock Company Magadanenergo,,,,,,,,,,,,,,,https://disfold.com/company/public-joint-stock-company-krasnoyarskenergosbyt/,https://disfold.com/company/public-joint-stock-company-magadanenergo/
14326,14326,1663,PT Indo Komoditi Korpora Tbk,PT Indo Straits Tbk,,,,,,,,,,,,,,,https://disfold.com/company/pt-indo-komoditi-korpora-tbk/,https://disfold.com/company/pt-indo-straits-tbk/
14329,14329,8152,Canadian Solar Inc.,"Canadian Tire Corporation, Limited",,,,,,,,,,,,,,,https://disfold.com/company/canadian-solar-inc/,https://disfold.com/company/canadian-tire-corporation-limited/
14370,14370,12104,Unify Communications,Unilever Careers,,,,,,,,,,,,,,,https://www.unifyus.com,www.unilever.com
14372,14372,10725,Siam Steel International Public Company Ltd,Siam Wellness Group Public Company Ltd,,,,,,,,,,,,,,,https://disfold.com/company/siam-steel-international-public-company-ltd/,https://disfold.com/company/siam-wellness-group-public-company-ltd/
14466,14466,8628,"Avangrid, Inc.","Avanti Energy, Inc.",,,,,,,,,,,,,,,https://disfold.com/company/avangrid-inc/,https://disfold.com/company/avanti-energy-inc/
14497,14497,10207,Cargojet Inc.,Cargotec Oyj,,,,,,,,,,,,,,,https://disfold.com/company/cargojet-inc/,www.cargotec.com
14500,14500,6495,Australian Mines Limited,Australian Potash Limited,,,,,,,,,,,,,,,https://disfold.com/company/australian-mines-limited/,https://disfold.com/company/australian-potash-limited/
14556,14556,7157,Software AG,SoftwareONE Holding AG,,,,,,,,,,,,,,,https://disfold.com/company/software-ag/,https://disfold.com/company/softwareone-holding-ag/
14619,14619,7908,Ulta Beauty Inc,Ultimate Holdings,,,,,,,,,,,,,,,www.ulta.com,https://www.ultimateholdings.com
14621,14621,8977,Naspers Careers,NatWest Group Plc,,,,,,,,,,,,,,,www.naspers.com,www.natwestgroup.com
14679,14679,5253,Bankinter SA,Bannerflow,,,,,,,,,,,,,,,www.bankinter.com,https://www.bannerflow.com
14710,14710,2515,Marubeni Corp,Maruha Nichiro Corp,,,,,,,,,,,,,,,https://disfold.com/company/marubeni-corp/,https://disfold.com/company/maruha-nichiro-corp/
